level_0,index,Lyrics
447,493,"Look inside and you will see.
The words are cutting deep inside my brain.
Thunder burning, quickly burning.
Knife of words is driving me insane.
Insane, yeah.
Raven black is on my track.
He shows me how to neutralize the knife.
Show to me in surgery.
The art of fighting words to conquer life.
Conquer life, yeah.
Now the wicked lance of fear.
Is driving from my heady mountain brain.
Crash course in brain surgery.
Has stopped the bloody knife of words again.
Yeah, yeah, ye-yeah.
"
448,495,"Now I see his face, I see his smile.
Such a lonely place, no golden mile.
Eyes tell of morbid tales, of his black heart.
His deeds through ages past tell of his part.
See his face, see his smile.
Time to die, o-oh, no-oh, no-oh.
Angel from below, change my dreams.
I want for glory's hour, for wealth's esteem.
I wish to sell my soul, to be reborn.
I wish for earthly riches, don't want no crown of thorns.
See his face, see his smile.
Time to die, o-oh, no-oh, no-oh.
I was born a fool, don't want to stay that way.
Devil take my soul, with diamonds you repay.
I don't care for heaven, so don't you look for me to cry.
And I will burn in hell, from the day I die.
See his face, see his smile.
Time to die, o-oh, no-oh, no-oh.
"
449,496,"I am going to be a rock and roll star.
Got to groove from night to day.
Got to blow my crummy job.
Going to blow my blues away.
I am going to make a stand.
Going to make a million.
Going to make it with you.
I am going to be wild my friend.
I got to push it through.
It's electric.
It's electric.
It's electric.
It's electric.
I stop on red and I leave on amber.
Danger paves my way.
I am going to make it my friend.
Going to make it today.
Going to kick this dust from my heels.
Down the highway I go.
Going to get the stars from my route.
Make it in a rock and roll show.
"
450,497,"There's nowhere else I can run to.
She's wretched, but she comforts me.
And after everyone goes home.
She's always there for me.
And when the sun goes hell-bound.
And the moon does resurrect the night.
I will hide within her.
Not much good has come out of the light.
After everyone goes home.
And I'm left here on my own.
I will, run straight to Hell and back.
Straight to Hell and back.
When they turn out all their lights.
And I'm left to brood at night.
Always, return to Hell and back.
Straight to Hell and back.
Straight down, yeah.
A lonely light in a window.
Just longing for some company.
Tragic, heartless, and hateful.
But there's nothing as willing as she.
And when the night has fallen.
It falls hard and then it all begins.
When she starts her calling.
I feel my darkness growing from within.
After everyone goes home.
And I'm left here on my own.
I will, run straight to Hell and back.
Straight to Hell and back.
When they turn out all their lights.
And I'm left to brood at night.
Always, return to Hell and back.
Straight to Hell and back.
Straight to Hell and back.
I will, run straight to Hell and back... no.
I become two.
We become one.
Unbridled, unequal.
Unholy, undone.
The path is cut deep.
The path is worn well.
I follow my footsteps.
To the warmth of Hell.
The warmth of Hell.
After everyone goes home.
And I'm left here on my own.
I will, run straight to Hell and back.
Straight to Hell and back.
Straight to Hell and back.
When they turn out all their lights.
And I'm left to brood at night.
Always, return to Hell and back.
Return to Hell and back.
Straight to Hell and back.
Straight to Hell and back.
I will, run straight to Hell and back.
Straight down.
"
451,499,"Sound of gunfire comes through the night.
Killing and hatred, it is a terrible sight.
Reports come in of the heavy attack.
Message is seen, we are moving back.
Preparations are made for the journey back.
It is a survival, supplies are packed.
No more nights in this eternal hell.
Destination is simple, we move out.
Killing time - Your life's on the line.
Killing time - Your turn to kill.
Killing time - What do you say.
Killing time, ah killing time.
And he knew what he needed to keep us alive.
No time for cowardice, kill and survive.
Like a killer kid with a switchblade knife.
Nasty word, he will take your life.
The silence is over, they attack again.
Killing and hatred drive me insane.
Reports come in of a heavy attack.
Message is seen, we are moving back.
Killing time - You left from the line.
Killing time - Your turn to kill.
Killing time - What do you say.
Killing time, ah killing time.
Sound of gunfire comes through the night.
Killing and hatred, it is a terrible sight.
Reports come in of the heavy attack.
Message is seen, we are moving back.
And he knew what he needed to keep us alive.
No time for cowardice, kill and survive.
Like a killer kid with a switchblade knife.
Nasty word, he will take your life.
Killing time - You left from the line.
Killing time - Your turn to kill.
Killing time - What do you say.
Killing time, ah killing time.
"
452,500,"'Gimme Fuel, 'gimme fire, 'gimme that which I desire!
Oouh....
Turn on the dynamo.
Into the wild I go....
No other place I know!
I know.
Turn on, I see red.
Warhorse, Warhead.
Throttle up for speed ahead!
Yeah ahead....
Ooooh, on I burn.
Fuel is pumping engines.
Burning hard, loose, and clean.
Ooooh, and on I burn.
Turning my direction.
Quench my thirst with gasoline.
So 'gimme fuel, 'gimme fire, 'gimme that which I desire.
Oouh....
Can't fight the need for speed.
I'm loose (I'm loose), I'm clean (I'm clean).
I'm burning lean and mean.
And mean!
Ignite the open trail.
Excite (exceed), exhale, comin' on, hot from hell!
Yeah hot from hell!
Ooooh, on I burn.
Fuel is pumping engines.
Burning hard, loose, and clean.
Ooooh, and on I burn.
Turning my direction.
Quench my thirst with gasoline.
So 'gimme fuel, 'gimme fire, 'gimme that which I desire.
Oooh, yeah-heh.
On I burn!
(On, and on, and on..) 'Gimme me fuel.
(On, and on, and on..) Give me fire.
(On, and on, and on..) My desire.
(On, and on, and on..).
(On, and on, and on..) Ooooh, on I burn.
(On, and on, and on..) Fuel is pumping engines.
(On, and on, and on..) Burning hard, loose, and clean.
(On, and on, and on..) And I burn.
(On, and on, and on..) Turning my direction.
Quench my thirst with gasoline.
Gimme fuel, gimme fire, gimme that which I desire!
Oouh!
Oouh!
"
453,501,"So close no matter how far.
Couldn't be much more from the heart.
Forever trusting who we are.
And nothing else matters.
I never opened myself this way.
Life is ours, we live it our way.
All these words I don't just say.
And nothing else matters.
Yeah, trust I seek and I find in you.
Every day for us something new.
Open mind for a different view.
And nothing else matters.
Never cared for what they do.
Never cared for what they know.
And I know.
So close no matter how far.
It couldn't be much more from the heart.
Forever trusting who we are.
And nothing else matters.
Never cared for what they do.
Never cared for what they know.
And I know, yeah that's right.
Never opened myself this way.
Life is ours, we live it our way.
All these words I don't just say.
And nothing else matters.
Yeah.
Trust I seek and I find in you.
Every day for us something new.
Open mind for a different view.
And nothing else matters.
Never cared for things they say.
Never cared for games they play.
I never cared for what they do.
I never cared for what they know.
And I know, yeah, yeah, yeah.
"
454,502,"Only way to feel the noise.
Is when it is good and loud.
So good I can't believe it.
Screaming with the crowd.
Don't sweat it.
Give it back to you.
Don't sweat it.
Give it back to you.
Overkill, Overkill, Overkill.
On your feet you feel the beat.
It goes straight to your spine.
Shake your head, you must be dead.
If it don't make you fly.
Don't sweat it.
Give it back to you.
Don't sweat it.
Give it back to you.
Overkill, Overkill, Overkill.
Know your body's made to move.
It goes straight to your spine.
You got to move it.
If it don't make you fly.
Don't sweat it.
Give it back to you.
Don't sweat it.
Give it back to you.
Overkill, Overkill, Overkill.
"
455,503,"Yeah!
End of passion play, crumbling away.
I'm your source of self-destruction.
Veins that pump with fear, sucking darkest clear.
Leading on your death's construction.
Ooh, taste me, you will see.
More is all you need.
You're dedicated to.
How I'm killing you.
Come crawling faster.
Obey your master.
Your life burns faster.
Obey your master.
Master.
Master of puppets, I'm pulling your strings, yeah.
Twisting your mind, smashing your dreams.
Blinded by me, you can't see a thing.
Just call my name cause I'll hear you scream.
Master.
Master.
Just call my name cause I'll hear you scream.
Master.
Master.
Hell yeah!
Needlework the way, never you betray.
Life of death becoming clearer.
Pain monopoly, r-r-r-ritual misery.
Chop your breakfast on a mirror.
Ooh, taste me, you will see.
More, that's all you need.
You're dedicated to.
How I'm fucking you.
Come crawling faster.
Obey your master.
Your life burns faster.
Obey your master.
Master.
Master of puppets, I'm pulling your strings, yeah.
Twisting your mind, smashing your dreams.
Blinded by me, you can't see a thing.
Just call my name 'cause I'll hear you scream.
Master.
Master.
Just call my name, I'll hear you scream.
Master.
Master.
Master...
Master, Master, wheres those dreams that Ive been after?
Master, Master, you promised only lies.
Laughter, laughter, all I hear or see is laughter.
Laughter, laughter, laughing at my cries.
Fix me, baby.
Hell is worth all that, natural habitat.
Just a rhyme without a reason.
Never ending maze, drift on numbered days.
Now your life is out of season.
I will occupy.
I will help you die.
I will run through you.
Now I rule you too.
Come crawling faster.
Obey your master.
Your life burns faster.
Obey your master.
Master.
Master of puppets, I'm pulling your strings, yeah.
Twisting your mind, smashing your dreams, baby.
Blinded by me, you can't see a thing.
Just call my name, I'll hear you scream.
Master.
Master.
Just call my name 'cause I'll hear you scream.
Master.
Master.
Thank you, baby.
"
456,504,"Hey babe don't act so scared.
All I want is some special care.
On the run from some institution.
All I want is some constellation.
And I can tell by his face.
I am a total disgrace.
Put me inside this place.
Move over for a damage case.
Hey baby wait a minute, stop.
Don't run away, don't call a cop.
I am not looking to victimize you.
All I want to do is tantalize you.
I can tell by your face.
I am all over this place.
I can tell by your face.
Got no time for a damage case, no time baby.
Hey babe don't turn away.
I am here tomorrow, gone today.
I don't know what you think your game is.
I don't care if you want your name is.
And I can tell by this face.
You are all over the place.
I can tell by his face.
Move over for a damage case.
Get the fuck over man.
"
